Line_ID,Invoice_ID,Sale_Date,Sale_Time,Year,Month_Number,Month_Name,Day_of_Week,Is_Weekend,Store_ID,Store_Name,City,Sales_Channel,Customer_Type,Customer_ID,Cashier_ID,SKU,Category,Subcategory,Brand,Product_Name,Pack_Size,Quantity,Unit_Price_LKR,Gross_Sales_LKR,Discount_Pct,Discount_Amount_LKR,Net_Sales_LKR,Unit_Cost_LKR,Cost_of_Goods_LKR,Gross_Profit_LKR,Payment_Method,Promotion
LIN-0017681,INV-2025-005427,24/8/2025,17:48:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,SNK004,Snacks & Confectionery,Biscuits,Maliban,Lemon Puff,200 g,1,290,290,0,0,290,209.95,209.95,80.05,Cash,None
LIN-0017682,INV-2025-005427,24/8/2025,17:48:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,BEV006,Beverages,Soft Drinks,Elephant House,Cream Soda,1.5 L,4,410,1640,0,0,1640,305.67,1222.68,417.32,Cash,None
LIN-0017683,INV-2025-005427,24/8/2025,17:48:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,RIC002,Rice & Grains,Rice,Araliya,Samba Rice,5 kg,1,1755,1755,0,0,1755,1526.41,1526.41,228.59,Cash,None
LIN-0017684,INV-2025-005428,24/8/2025,17:27:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,GRO005,Grocery Staples,Pulses,Generic,Red Dhal,1 kg,1,525,525,0,0,525,453.3,453.3,71.7,Debit/Credit Card,None
LIN-0017685,INV-2025-005428,24/8/2025,17:27:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,GRO015,Grocery Staples,Spices,Wijaya,Chilli Powder,100 g,1,270,270,0,0,270,195.32,195.32,74.68,Debit/Credit Card,None
LIN-0017686,INV-2025-005428,24/8/2025,17:27:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,SNK002,Snacks & Confectionery,Biscuits,Maliban,Cream Crackers,500 g,1,630,630,0.05,31.5,598.5,484.65,484.65,113.85,Debit/Credit Card,Weekend Deal
LIN-0017687,INV-2025-005429,24/8/2025,20:08:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,HOU004,Household,Cleaning,Dettol,Floor Cleaner,1 L,1,1005,1005,0,0,1005,782.23,782.23,222.77,LankaQR,None
LIN-0017688,INV-2025-005430,24/8/2025,13:27:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,CHI001,Chilled & Frozen,Chicken,Bairaha,Whole Chicken,1 kg,1,1390,1390,0,0,1390,1219.36,1219.36,170.64,Cash,None
LIN-0017689,INV-2025-005430,24/8/2025,13:27:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,DAI005,Dairy & Eggs,Yoghurt,Highland,Set Yoghurt,80 g,1,90,90,0,0,90,60.38,60.38,29.62,Cash,None
LIN-0017690,INV-2025-005431,24/8/2025,17:30:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,1,215,215,0,0,215,148.83,148.83,66.17,Debit/Credit Card,None
LIN-0017691,INV-2025-005431,24/8/2025,17:30:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,CHI004,Chilled & Frozen,Ice Cream,Cargills Magic,Vanilla Ice Cream,1 L,1,970,970,0,0,970,734.63,734.63,235.37,Debit/Credit Card,None
LIN-0017692,INV-2025-005431,24/8/2025,17:30:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,BEV002,Beverages,Tea,Watawala,Tea,200 g,1,600,600,0,0,600,484.21,484.21,115.79,Debit/Credit Card,None
LIN-0017693,INV-2025-005432,24/8/2025,12:11:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0112,CSH-02,BEV003,Beverages,Coffee,Nescafe,Classic Coffee,100 g,1,1100,1100,0,0,1100,881.04,881.04,218.96,Mobile Wallet,None
LIN-0017694,INV-2025-005432,24/8/2025,12:11:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0112,CSH-02,DAI005,Dairy & Eggs,Yoghurt,Highland,Set Yoghurt,80 g,1,90,90,0,0,90,60.91,60.91,29.09,Mobile Wallet,None
LIN-0017695,INV-2025-005432,24/8/2025,12:11:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0112,CSH-02,PER003,Personal Care,Shampoo,Dove,Daily Shine Shampoo,180 ml,1,900,900,0,0,900,700.45,700.45,199.55,Mobile Wallet,None
LIN-0017696,INV-2025-005432,24/8/2025,12:11:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0112,CSH-02,GRO011,Grocery Staples,Pasta,Prima,Macaroni,400 g,3,430,1290,0,0,1290,340.35,1021.05,268.95,Mobile Wallet,None
LIN-0017697,INV-2025-005433,24/8/2025,8:17:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,BEV004,Beverages,Soft Drinks,Coca-Cola,Original Taste,1.5 L,1,435,435,0,0,435,322.76,322.76,112.24,Cash,None
LIN-0017698,INV-2025-005433,24/8/2025,8:17:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,GRO003,Grocery Staples,Sugar,Generic,White Sugar,1 kg,1,320,320,0,0,320,284.33,284.33,35.67,Cash,None
LIN-0017699,INV-2025-005433,24/8/2025,8:17:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,HOU006,Household,Paper Goods,Flora,Facial Tissues,2 ply / 160,3,405,1215,0,0,1215,287.27,861.81,353.19,Cash,None
LIN-0017700,INV-2025-005434,24/8/2025,21:07:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,1,215,215,0,0,215,147.19,147.19,67.81,Debit/Credit Card,None
LIN-0017701,INV-2025-005434,24/8/2025,21:07:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,BAK003,Bakery,Cakes,Local Bakery,Butter Cake,400 g,2,695,1390,0,0,1390,453.16,906.32,483.68,Debit/Credit Card,None
LIN-0017702,INV-2025-005434,24/8/2025,21:07:00,2025,8,August,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,PER006,Personal Care,Sanitary Care,Fems,Sanitary Napkins,10 pack,1,480,480,0,0,480,349.91,349.91,130.09,Debit/Credit Card,None
LIN-0017703,INV-2025-005435,25/8/2025,16:44:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,GRO010,Grocery Staples,Noodles,Prima,Instant Noodles Chicken,74 g,1,125,125,0,0,125,88.74,88.74,36.26,LankaQR,None
LIN-0017704,INV-2025-005435,25/8/2025,16:44:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,PRO003,Fresh Produce,Vegetables,Local Produce,Tomatoes,1 kg,2,450,900,0,0,900,353.07,706.14,193.86,LankaQR,None
LIN-0017705,INV-2025-005436,25/8/2025,10:00:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,BEV006,Beverages,Soft Drinks,Elephant House,Cream Soda,1.5 L,1,415,415,0,0,415,302.75,302.75,112.25,Cash,None
LIN-0017706,INV-2025-005436,25/8/2025,10:00:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,GRO010,Grocery Staples,Noodles,Prima,Instant Noodles Chicken,74 g,1,120,120,0,0,120,86.41,86.41,33.59,Cash,None
LIN-0017707,INV-2025-005437,25/8/2025,8:01:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,GRO005,Grocery Staples,Pulses,Generic,Red Dhal,1 kg,1,525,525,0,0,525,460.51,460.51,64.49,Cash,None
LIN-0017708,INV-2025-005437,25/8/2025,8:01:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,2,215,430,0,0,430,149.44,298.88,131.12,Cash,None
LIN-0017709,INV-2025-005437,25/8/2025,8:01:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,RIC001,Rice & Grains,Rice,Araliya,Nadu Rice,5 kg,1,1440,1440,0,0,1440,1267.57,1267.57,172.43,Cash,None
LIN-0017710,INV-2025-005437,25/8/2025,8:01:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,PRO007,Fresh Produce,Coconut,Local Produce,Fresh Coconut,1 each,1,170,170,0,0,170,134.19,134.19,35.81,Cash,None
LIN-0017711,INV-2025-005437,25/8/2025,8:01:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,DAI007,Dairy & Eggs,Butter,Anchor,Salted Butter,227 g,1,1095,1095,0,0,1095,901.03,901.03,193.97,Cash,None
LIN-0017712,INV-2025-005437,25/8/2025,8:01:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,BAK002,Bakery,Bread,Local Bakery,Roast Bread,400 g,5,195,975,0,0,975,130.38,651.9,323.1,Cash,None
LIN-0017713,INV-2025-005438,25/8/2025,8:54:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,PER008,Personal Care,Skin Care,Vaseline,Petroleum Jelly,100 ml,1,550,550,0,0,550,384.82,384.82,165.18,Cash,None
LIN-0017714,INV-2025-005438,25/8/2025,8:54:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,DAI003,Dairy & Eggs,Fresh Milk,Highland,Fresh Milk,1 L,2,570,1140,0,0,1140,459.8,919.6,220.4,Cash,None
LIN-0017715,INV-2025-005438,25/8/2025,8:54:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,CHI001,Chilled & Frozen,Chicken,Bairaha,Whole Chicken,1 kg,1,1390,1390,0,0,1390,1234.97,1234.97,155.03,Cash,None
LIN-0017716,INV-2025-005438,25/8/2025,8:54:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,DAI006,Dairy & Eggs,Yoghurt,Kotmale,Vanilla Yoghurt,80 g,2,100,200,0,0,200,68.37,136.74,63.26,Cash,None
LIN-0017717,INV-2025-005439,25/8/2025,17:04:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,RIC005,Rice & Grains,Rice,Nipuna,Nadu Rice,1 kg,1,300,300,0,0,300,254.87,254.87,45.13,LankaQR,None
LIN-0017718,INV-2025-005439,25/8/2025,17:04:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,BAK002,Bakery,Bread,Local Bakery,Roast Bread,400 g,1,195,195,0,0,195,128.98,128.98,66.02,LankaQR,None
LIN-0017719,INV-2025-005439,25/8/2025,17:04:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,PRO003,Fresh Produce,Vegetables,Local Produce,Tomatoes,1 kg,1,460,460,0,0,460,356.32,356.32,103.68,LankaQR,None
LIN-0017720,INV-2025-005440,25/8/2025,12:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,1,220,220,0,0,220,152,152,68,Cash,None
LIN-0017721,INV-2025-005440,25/8/2025,12:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,DAI003,Dairy & Eggs,Fresh Milk,Highland,Fresh Milk,1 L,1,580,580,0,0,580,463.98,463.98,116.02,Cash,None
LIN-0017722,INV-2025-005440,25/8/2025,12:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,HOU003,Household,Dishwashing,Vim,Dishwash Bar,200 g,1,215,215,0,0,215,145.39,145.39,69.61,Cash,None
LIN-0017723,INV-2025-005440,25/8/2025,12:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,SNK003,Snacks & Confectionery,Biscuits,Munchee,Chocolate Puff,200 g,1,280,280,0,0,280,199.81,199.81,80.19,Cash,None
LIN-0017724,INV-2025-005440,25/8/2025,12:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,SNK004,Snacks & Confectionery,Biscuits,Maliban,Lemon Puff,200 g,1,295,295,0,0,295,211.9,211.9,83.1,Cash,None
LIN-0017725,INV-2025-005441,25/8/2025,8:22:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,SNK008,Snacks & Confectionery,Nuts,Nut House,Roasted Peanuts,200 g,1,430,430,0,0,430,313.63,313.63,116.37,Cash,None
LIN-0017726,INV-2025-005441,25/8/2025,8:22:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PRO005,Fresh Produce,Fruit,Local Produce,Bananas - Ambul,1 kg,1,360,360,0,0,360,269.98,269.98,90.02,Cash,None
LIN-0017727,INV-2025-005441,25/8/2025,8:22:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,RIC002,Rice & Grains,Rice,Araliya,Samba Rice,5 kg,1,1730,1730,0,0,1730,1504.55,1504.55,225.45,Cash,None
LIN-0017728,INV-2025-005442,25/8/2025,17:55:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,PER001,Personal Care,Soap,Lifebuoy,Total Soap,100 g,1,190,190,0,0,190,134.1,134.1,55.9,Cash,None
LIN-0017729,INV-2025-005442,25/8/2025,17:55:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,GRO006,Grocery Staples,Pulses,Generic,Chickpeas,500 g,1,365,365,0,0,365,309.54,309.54,55.46,Cash,None
LIN-0017730,INV-2025-005443,25/8/2025,14:27:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BEV007,Beverages,Soft Drinks,Elephant House,Ginger Beer,1.5 L,1,415,415,0,0,415,307.6,307.6,107.4,LankaQR,None
LIN-0017731,INV-2025-005443,25/8/2025,14:27:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BEV005,Beverages,Soft Drinks,Sprite,Lemon-Lime Drink,1.5 L,1,435,435,0,0,435,322.29,322.29,112.71,LankaQR,None
LIN-0017732,INV-2025-005443,25/8/2025,14:27:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,PER004,Personal Care,Toothpaste,Signal,Strong Teeth Toothpaste,120 g,1,395,395,0,0,395,281.44,281.44,113.56,LankaQR,None
LIN-0017733,INV-2025-005443,25/8/2025,14:27:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BAK002,Bakery,Bread,Local Bakery,Roast Bread,400 g,2,200,400,0,0,400,131.55,263.1,136.9,LankaQR,None
LIN-0017734,INV-2025-005444,25/8/2025,8:53:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0776,CSH-04,GRO010,Grocery Staples,Noodles,Prima,Instant Noodles Chicken,74 g,2,125,250,0.05,12.5,237.5,89.8,179.6,57.9,LankaQR,Loyalty Discount
LIN-0017735,INV-2025-005444,25/8/2025,8:53:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0776,CSH-04,DAI009,Dairy & Eggs,Eggs,Local Farm,Brown Eggs,10 pack,3,695,2085,0,0,2085,611.9,1835.7,249.3,LankaQR,None
LIN-0017736,INV-2025-005444,25/8/2025,8:53:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0776,CSH-04,SNK005,Snacks & Confectionery,Chocolate,Ritzbury,Revello Chocolate,100 g,1,375,375,0,0,375,255.6,255.6,119.4,LankaQR,None
LIN-0017737,INV-2025-005445,25/8/2025,13:49:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,DAI003,Dairy & Eggs,Fresh Milk,Highland,Fresh Milk,1 L,1,565,565,0,0,565,458.81,458.81,106.19,Debit/Credit Card,None
LIN-0017738,INV-2025-005446,25/8/2025,9:15:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,GRO009,Grocery Staples,Noodles,Prima KottuMee,Hot & Spicy Noodles,80 g,1,135,135,0,0,135,96.92,96.92,38.08,Cash,None
LIN-0017739,INV-2025-005446,25/8/2025,9:15:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,PER006,Personal Care,Sanitary Care,Fems,Sanitary Napkins,10 pack,1,485,485,0,0,485,364,364,121,Cash,None
LIN-0017740,INV-2025-005446,25/8/2025,9:15:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,DAI003,Dairy & Eggs,Fresh Milk,Highland,Fresh Milk,1 L,1,580,580,0,0,580,469.26,469.26,110.74,Cash,None
LIN-0017741,INV-2025-005447,25/8/2025,9:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,DAI001,Dairy & Eggs,Milk Powder,Anchor,Full Cream Milk Powder,400 g,1,1230,1230,0,0,1230,1075.86,1075.86,154.14,Debit/Credit Card,None
LIN-0017742,INV-2025-005447,25/8/2025,9:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BAK003,Bakery,Cakes,Local Bakery,Butter Cake,400 g,3,690,2070,0,0,2070,449.59,1348.77,721.23,Debit/Credit Card,None
LIN-0017743,INV-2025-005447,25/8/2025,9:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,PRO006,Fresh Produce,Fruit,Imported,Apples - Red,4 pack,1,830,830,0,0,830,681.55,681.55,148.45,Debit/Credit Card,None
LIN-0017744,INV-2025-005447,25/8/2025,9:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,GRO004,Grocery Staples,Salt,Raigam,Crystal Salt,1 kg,2,150,300,0,0,300,111.8,223.6,76.4,Debit/Credit Card,None
LIN-0017745,INV-2025-005447,25/8/2025,9:19:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,GRO013,Grocery Staples,Sauces,MD,Tomato Sauce,400 g,1,505,505,0,0,505,386.76,386.76,118.24,Debit/Credit Card,None
LIN-0017746,INV-2025-005448,25/8/2025,15:12:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,BEV003,Beverages,Coffee,Nescafe,Classic Coffee,100 g,2,1115,2230,0,0,2230,887.99,1775.98,454.02,Mobile Wallet,None
LIN-0017747,INV-2025-005448,25/8/2025,15:12:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,GRO001,Grocery Staples,Flour,Prima,Wheat Flour,1 kg,1,295,295,0,0,295,248.17,248.17,46.83,Mobile Wallet,None
LIN-0017748,INV-2025-005449,25/8/2025,9:33:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,BAK003,Bakery,Cakes,Local Bakery,Butter Cake,400 g,1,700,700,0,0,700,461,461,239,LankaQR,None
LIN-0017749,INV-2025-005449,25/8/2025,9:33:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,1,215,215,0,0,215,146.29,146.29,68.71,LankaQR,None
LIN-0017750,INV-2025-005449,25/8/2025,9:33:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,DAI008,Dairy & Eggs,Cheese,Kotmale,Processed Cheese Slices,200 g,3,1015,3045,0,0,3045,820.41,2461.23,583.77,LankaQR,None
LIN-0017751,INV-2025-005449,25/8/2025,9:33:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,SNK003,Snacks & Confectionery,Biscuits,Munchee,Chocolate Puff,200 g,1,285,285,0,0,285,206.7,206.7,78.3,LankaQR,None
LIN-0017752,INV-2025-005449,25/8/2025,9:33:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,PRO004,Fresh Produce,Vegetables,Local Produce,Carrots,500 g,1,295,295,0,0,295,224.34,224.34,70.66,LankaQR,None
LIN-0017753,INV-2025-005449,25/8/2025,9:33:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,SNK006,Snacks & Confectionery,Chocolate,Kandos,Milk Chocolate,100 g,1,400,400,0,0,400,268.73,268.73,131.27,LankaQR,None
LIN-0017754,INV-2025-005450,25/8/2025,18:49:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,GRO004,Grocery Staples,Salt,Raigam,Crystal Salt,1 kg,1,150,150,0,0,150,113.29,113.29,36.71,Cash,None
LIN-0017755,INV-2025-005450,25/8/2025,18:49:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,DAI004,Dairy & Eggs,Fresh Milk,Kotmale,UHT Full Cream Milk,1 L,1,615,615,0,0,615,492.24,492.24,122.76,Cash,None
LIN-0017756,INV-2025-005451,25/8/2025,17:50:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PRO002,Fresh Produce,Vegetables,Local Produce,Potatoes,1 kg,1,405,405,0,0,405,329.54,329.54,75.46,Debit/Credit Card,None
LIN-0017757,INV-2025-005451,25/8/2025,17:50:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,SNK004,Snacks & Confectionery,Biscuits,Maliban,Lemon Puff,200 g,1,290,290,0,0,290,211.25,211.25,78.75,Debit/Credit Card,None
LIN-0017758,INV-2025-005451,25/8/2025,17:50:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PRO007,Fresh Produce,Coconut,Local Produce,Fresh Coconut,1 each,1,165,165,0,0,165,133.72,133.72,31.28,Debit/Credit Card,None
LIN-0017759,INV-2025-005452,25/8/2025,20:22:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-2357,CSH-04,SNK004,Snacks & Confectionery,Biscuits,Maliban,Lemon Puff,200 g,1,295,295,0,0,295,211.81,211.81,83.19,Cash,None
LIN-0017760,INV-2025-005453,25/8/2025,9:57:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,GRO014,Grocery Staples,Sauces,Edinborough,Chilli Sauce,350 g,2,455,910,0,0,910,346.17,692.34,217.66,Debit/Credit Card,None
LIN-0017761,INV-2025-005453,25/8/2025,9:57:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,BAK003,Bakery,Cakes,Local Bakery,Butter Cake,400 g,1,695,695,0,0,695,464.93,464.93,230.07,Debit/Credit Card,None
LIN-0017762,INV-2025-005453,25/8/2025,9:57:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,SNK002,Snacks & Confectionery,Biscuits,Maliban,Cream Crackers,500 g,1,640,640,0,0,640,485.24,485.24,154.76,Debit/Credit Card,None
LIN-0017763,INV-2025-005453,25/8/2025,9:57:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,GRO012,Grocery Staples,Canned Food,MD,Canned Fish,425 g,1,715,715,0,0,715,588.56,588.56,126.44,Debit/Credit Card,None
LIN-0017764,INV-2025-005454,25/8/2025,9:04:00,2025,8,August,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,GRO004,Grocery Staples,Salt,Raigam,Crystal Salt,1 kg,1,150,150,0,0,150,112.7,112.7,37.3,Cash,None
